SK_ID_CURR,TARGET
100001,0.43314937529491415
100005,0.8750589828283035
100013,0.200480068932975
100028,0.3850193873992163
100038,0.8910407648277702
100042,0.46228176353527684
100057,0.02363416285415342
100065,0.2724083458137579
100066,0.03163531173706994
100067,0.687380752107995
100074,0.5240342202982993
100090,0.41337217651765384
100091,0.8466651621771332
100092,0.4585478940565825
100106,0.49787661818107215
100107,0.9062429477053116
100109,0.4765402211599614
100117,0.18166711117493795
100128,0.7115688406540426
100141,0.449869724883573
100150,0.33348378228668735
100168,0.04950454424225017
100169,0.23630059700880127
100170,0.8427466508011406
100171,0.597542211189299
100172,0.8529224709189012
100184,0.6523398231540939
100187,0.6031430154073405
100212,0.23695710153252775
100222,0.5409597275506226
100223,0.2547237552058757
100232,0.04720677840920748
100241,0.8580103809777814
100245,0.24895882485690252
100253,0.1757585704613996
100256,0.7052089530804423
100271,0.02098762899288103
100278,0.9954454998666475
100280,0.04513468600619576
100306,0.9391502369571015
100311,0.8284881931764561
100312,0.22120099296309215
100330,0.8872863795827093
100331,0.21929302669101206
100352,0.8202203393307756
100358,0.6311470364975483
100367,0.24571733377100302
100382,0.8327965041134111
100384,0.7951911043637035
100385,0.7164926245819913
100386,0.23547996635414317
100399,0.4739142030650555
100404,0.3526455080729541
100416,0.08196048663397822
100422,0.25341074615842274
100426,0.36167244527419323
100438,0.34741398764950865
100444,0.8539072277044909
100445,0.8072748907535441
100446,0.6860472272941756
100447,0.2761216995260858
100450,0.8005457193853477
100466,0.11874525572902776
100483,0.29751964384629587
100484,0.20312660279424738
100494,0.5770059290564798
100510,0.8037051474057814
100512,0.161725786266746
100517,0.33073466959358266
100548,0.17524567630223828
100551,0.47569907473893686
100552,0.7991506472724289
100553,0.08610467144000164
100561,0.8537225858071928
100568,0.9837925445705025
100569,0.16256693268777056
100591,0.7360441499292206
100592,0.2979504749399914
100602,0.36936585766161295
100607,0.6003733869478695
100613,0.5491044867981043
100617,0.6710502020802988
100618,0.6977822456557865
100622,0.5642040908438135
100625,0.7422809429046222
100677,0.7269146338961492
100699,0.40274500953983133
100702,0.9906858420696305
100711,0.45926594587940833
100729,0.8293088238311143
100740,0.9366473134603943
100744,0.7835381490675584
100745,0.49003959542908726
100747,0.5897051884373141
100751,0.9927374187062757
100752,0.4684570092115791
100753,0.9572041113595798
100754,0.9662925958599183
100760,0.5143712943397001
100762,0.6788667090659172
100763,0.2782348234618304
100765,0.07307715979730423
100770,0.650760109143877
100772,0.27086966333627394
100777,0.19176086822723262
100791,0.12432554418070287
100792,0.026649980510021952
100797,0.4526188375766777
100823,0.5133660217877439
100826,0.4490696099952814
100830,0.31653775926799743
100836,0.8945079293437006
100872,0.5047493999138338
100910,0.5235418419055043
100913,0.7154052889645692
100918,0.05531050612395626
100931,0.019715651478160966
100952,0.24397349362985454
100953,0.19686929405247933
100965,0.788954311388302
100970,0.22665818681656855
100982,0.9160699997948424
100983,0.966415690458117
100984,0.6568738075210799
100987,0.4808895636296494
100997,0.46316394148903434
100998,0.9479104691955768
101002,0.3486244178651294
101005,0.865108836140574
101008,0.9866237203290729
101020,0.39418993496502064
101021,0.7341156678907741
101024,0.4185216338756334
101025,0.9320722975606753
101026,0.4074636358041155
101031,0.20101347885850276
101041,0.13039821102517285
101051,0.018361610897975094
101055,0.7552058757154874
101056,0.9098332068194407
101057,0.27882978068645753
101064,0.0982500051289416
101079,0.6142830765443243
101087,0.14592864616457749
101090,0.29546806720965063
101092,0.737193032845742
101097,0.8819112487946987
101099,0.10440473503887737
101107,0.7849537369468437
101118,0.33317604579119053
101125,0.7467738957388753
101126,0.032148205896231255
101128,0.06876884886034917
101136,0.5317891799848183
101140,0.9014012268428288
101149,0.7389779045196233
101160,0.8024742014237942
101169,0.90798678784646
101181,0.4996409740885871
101186,0.025336971462568983
